,0,ACC
0,847.0,1.0
1,1892.0,1.0
2,1473.0,1.0
3,1539.0,1.0
4,1932.0,1.0
5,1898.0,1.0
6,988.0,1.0
7,1811.0,1.0
8,1173.0,1.0
9,1224.0,1.0
